web_scraper_order,web_scraper_start_url,title,image2
"1772175547-14","https://dribbble.com/shots/recent/mobile","Premium Yacht Rental & Marine Booking App Design","https://cdn.dribbble.com/userupload/46861598/file/41313da778989937fe658af5a7d00955.png?format=webp&resize=1200x900&vertical=center"
"1772175547-15","https://dribbble.com/shots/recent/mobile","Health care application mobile ui design","https://cdn.dribbble.com/userupload/46864702/file/1e823e18dfb3bd7e040d55e591cc7c92.webp?format=webp&resize=800x600&vertical=center"
"1772175547-16","https://dribbble.com/shots/recent/mobile","Smart Scooter App Design","https://cdn.dribbble.com/userupload/46853409/file/2ed618be319cbb4dcd22bb9b7494fa95.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-17","https://dribbble.com/shots/recent/mobile","Finance Mobile App","https://cdn.dribbble.com/userupload/46861374/file/5d1b8597d8c2112b2cb92b31f0e3e510.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-18","https://dribbble.com/shots/recent/mobile","Fitness Tracker Mobile App UI Design","https://cdn.dribbble.com/userupload/46858729/file/13fc3b87f539e474b2ed8dfd565f97a0.png?format=webp&resize=1200x900&vertical=center"
"1772175547-19","https://dribbble.com/shots/recent/mobile","Mental Health & Mindfulness App UI","https://cdn.dribbble.com/userupload/46862063/file/775e6c2531de5c6f59fd6ce494490601.png?format=webp&resize=1200x900&vertical=center"
"1772175547-20","https://dribbble.com/shots/recent/mobile","Solar Panel Monitoring App - Real-Time Energy Tracking Analytics","https://cdn.dribbble.com/userupload/46860627/file/92c1b6c54691ac9b1c6e26c7b0571c55.png?crop=0x0-4800x3600&format=webp&resize=1200x900&vertical=center"
"1772175547-21","https://dribbble.com/shots/recent/mobile","SpeakSmart – Educational App UI Concept","https://cdn.dribbble.com/userupload/46862097/file/2d492ff68cf6611a6cd9ef4c516452a6.png?format=webp&resize=1200x900&vertical=center"
"1772175547-22","https://dribbble.com/shots/recent/mobile","Tennis Match Reports Mobile App - Live Scores & Insights","https://cdn.dribbble.com/userupload/46874343/file/9be136969119d93f8e0261b3771ae3cb.png?format=webp&resize=1200x900&vertical=center"
"1772175547-23","https://dribbble.com/shots/recent/mobile","Telemedicine Mobile App - Health Dashboard & Online Appointment","https://cdn.dribbble.com/userupload/46860267/file/de39fe9b7101f96eefdbc321d146c9c8.png?format=webp&resize=1200x900&vertical=center"
"1772175547-24","https://dribbble.com/shots/recent/mobile","Cinema Streaming Mobile App","https://cdn.dribbble.com/userupload/46860666/file/ac576ce363c91f25e376f72b2f3231a3.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-25","https://dribbble.com/shots/recent/mobile","Wanderly — Smart Travel explore the World.","https://cdn.dribbble.com/userupload/46861215/file/d6cdfe1161325ea78f56f918a855c235.png?format=webp&resize=1200x900&vertical=center"
"1772175547-26","https://dribbble.com/shots/recent/mobile","Smart Shipping & Live Tracking Mobile App UI","https://cdn.dribbble.com/userupload/46860488/file/30517d1893af02bb3722464311d41b6f.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-27","https://dribbble.com/shots/recent/mobile","Fluentify – AI-Powered English Learning App","https://cdn.dribbble.com/userupload/46848181/file/ca93078a6caf325a03b3bd824ee09c47.png?format=webp&resize=1200x900&vertical=center"
"1772175547-28","https://dribbble.com/shots/recent/mobile","TaskFlow – Smart Team Productivity App UI","https://cdn.dribbble.com/userupload/46848067/file/2daf2e1653a7bdcb2794fd60b08bb305.png?format=webp&resize=1200x900&vertical=center"
"1772175547-29","https://dribbble.com/shots/recent/mobile","Personal AI Health Assistant Mobile App","https://cdn.dribbble.com/userupload/46847153/file/d64e8c5367a866f731a7d33fa869e776.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-30","https://dribbble.com/shots/recent/mobile","AI – Fashion E-commerce Mobile App Design","https://cdn.dribbble.com/userupload/46860716/file/6e7c38410ef89576546c631633ae5636.png?format=webp&resize=1200x900&vertical=center"
"1772175547-31","https://dribbble.com/shots/recent/mobile","Calories Tracker Mobile App","https://cdn.dribbble.com/userupload/46856019/file/83928b87a4814f87b0360ff417076e11.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-32","https://dribbble.com/shots/recent/mobile","MediFlow – Mental Wellness & Mood Tracking Landing Page 🌿🧠","https://cdn.dribbble.com/userupload/46839771/file/57070a2460e036e32d066930a8d7607a.png?crop=0x0-4800x3600&format=webp&resize=1200x900&vertical=center"
"1772175547-33","https://dribbble.com/shots/recent/mobile","Football Live Score & Match Tracker Mobile App UI","https://cdn.dribbble.com/userupload/46833445/file/1c6c671d311c9ca5c11d92f21d872220.png?format=webp&resize=1200x900&vertical=center"
"1772175547-34","https://dribbble.com/shots/recent/mobile","Ai Betting Predictions Mobile App","https://cdn.dribbble.com/userupload/46830417/file/2b6b92f224b91bca8d8cde591b637051.png?crop=0x0-4800x3600&format=webp&resize=1200x900&vertical=center"
"1772175547-35","https://dribbble.com/shots/recent/mobile","Smart Home Security App Design","https://cdn.dribbble.com/userupload/46833499/file/4e4db0bbd81a811d29d933a79618275c.png?format=webp&resize=1200x900&vertical=center"
"1772175547-36","https://dribbble.com/shots/recent/mobile","AI-Powered HR Mobile App","https://cdn.dribbble.com/userupload/46834565/file/a902b8dbdc1b0bcecda2deb934c0679f.png?format=webp&resize=1200x900&vertical=center"
"1772175547-37","https://dribbble.com/shots/recent/mobile","Tennis Sports Mobile App","https://cdn.dribbble.com/userupload/46849080/file/eb995dad3d78a7b4b7e222e0c079d641.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-38","https://dribbble.com/shots/recent/mobile","Finance Dashboard Design","https://cdn.dribbble.com/userupload/46828857/file/b006a8a34ec83161b2ed7d89a382f6ea.jpg?crop=0x0-4800x3600&format=webp&resize=1200x900&vertical=center"
"1772175547-39","https://dribbble.com/shots/recent/mobile","Cyber Security AI App Onboarding Design","https://cdn.dribbble.com/userupload/46827639/file/a44f02246aceeb5168a71a50eaa6990e.png?format=webp&resize=1200x900&vertical=center"
"1772175547-40","https://dribbble.com/shots/recent/mobile","Modern Real Estate Mobile App UI – Property Finder & Map Search","https://cdn.dribbble.com/userupload/46825687/file/e2a703323128526a8f09c28130f53bc9.png?crop=0x0-808x606&format=webp&resize=800x600&vertical=center"
"1772175547-41","https://dribbble.com/shots/recent/mobile","Modern Shipping Management Mobile App","https://cdn.dribbble.com/userupload/46832822/file/b76f433187b23ba8a41ff0f6a0e4bb28.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-42","https://dribbble.com/shots/recent/mobile","Personal Finance App Design","https://cdn.dribbble.com/userupload/46857282/file/b6022489e9e22261d0f7872fc4315ee3.png?format=webp&resize=1200x900&vertical=center"
"1772175547-43","https://dribbble.com/shots/recent/mobile","Modern Online Store Mobile App UI","https://cdn.dribbble.com/userupload/46861057/file/05d2013ac7f19c8778b5b92a42dbd3ef.png?format=webp&resize=1200x900&vertical=center"
"1772175547-44","https://dribbble.com/shots/recent/mobile","Cultiveq — AI Crop Scanner & Smart Farming Mobile App Design","https://cdn.dribbble.com/userupload/46723673/file/c922413536835708e647e209fd4ae99e.png?format=webp&resize=1200x900&vertical=center"
"1772175547-45","https://dribbble.com/shots/recent/mobile","Next Gen AI Productivity App – Focus & Performance System","https://cdn.dribbble.com/userupload/46816380/file/5dbed5e4bc28805dd6050bfd82c71f4d.png?format=webp&resize=1200x900&vertical=center"
"1772175547-46","https://dribbble.com/shots/recent/mobile","Ai mental health app design","https://cdn.dribbble.com/userupload/46816068/file/6f96876b17a9bee061480256d612e180.png?format=webp&resize=1200x900&vertical=center"
"1772175547-47","https://dribbble.com/shots/recent/mobile","Social Media App - Create, Share & Go Viral","https://cdn.dribbble.com/userupload/46750437/file/71deaeb47f7fe4bfc9103523ed2eac33.png?crop=0x0-1600x1200&format=webp&resize=1200x900&vertical=center"
"1772175547-48","https://dribbble.com/shots/recent/mobile","Food Delivery Mobile App Redesign","https://cdn.dribbble.com/userupload/46803736/file/00a78ec5eaf3f0f50d2af91eb1b8fcf6.png?format=webp&resize=1200x900&vertical=center"
"1772175547-49","https://dribbble.com/shots/recent/mobile","AI Wellness & Mood Tracker App | Healthtech | Showreel Animation","https://cdn.dribbble.com/userupload/46791304/file/still-aca4913c101489de114e56ab656728ee.png?format=webp&resize=1200x900&vertical=center"
"1772175547-50","https://dribbble.com/shots/recent/mobile","Smart Appointment Journey (v2)","https://cdn.dribbble.com/userupload/46803662/file/973c1059376f780b6f4c7e116206b8e1.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-51","https://dribbble.com/shots/recent/mobile","Airwallex Redesign Concept – Mobile Finance Experience","https://cdn.dribbble.com/userupload/46807395/file/506ad6b83fc3b703da3e064c246bebef.png?format=webp&resize=1200x900&vertical=center"
"1772175547-52","https://dribbble.com/shots/recent/mobile","Find Your Perfect Ride – AI Car Marketplace UI","https://cdn.dribbble.com/userupload/46803675/file/103a7354268455f961f090f2e1ea7239.png?format=webp&resize=1200x900&vertical=center"
"1772175547-53","https://dribbble.com/shots/recent/mobile","Smart Home AI – Assistant App UI","https://cdn.dribbble.com/userupload/46803677/file/3547e274b43ff4fcb019d253584b9d49.png?format=webp&resize=1200x900&vertical=center"
"1772175547-54","https://dribbble.com/shots/recent/mobile","TaskFlow – Task Management Mobile App UI","https://cdn.dribbble.com/userupload/46792589/file/b9d4cd5ace2f37a6fca4deab86618682.png?format=webp&resize=1200x900&vertical=center"
"1772175547-55","https://dribbble.com/shots/recent/mobile","Modern Furniture Shopping App Design","https://cdn.dribbble.com/userupload/46791620/file/315ebbe7679d3515851b25fb907500c1.png?format=webp&resize=1200x900&vertical=center"
"1772175547-56","https://dribbble.com/shots/recent/mobile","GlowUp — A Minimal Habit & Fitness Tracking App","https://cdn.dribbble.com/userupload/46786962/file/0e3e428fd775228a6e4962654459ee71.png?crop=0x0-3201x2401&format=webp&resize=1200x900&vertical=center"
"1772175547-57","https://dribbble.com/shots/recent/mobile","Task Management Mobile App","https://cdn.dribbble.com/userupload/46784427/file/49e1797ea4a2b2b4611d61a1368fec74.png?format=webp&resize=1200x900&vertical=center"
"1772175547-58","https://dribbble.com/shots/recent/mobile","AI-Powered Personal Tutor App","https://cdn.dribbble.com/userupload/46791057/file/29fa3a2a5a44edeb2d4af7db6ea62e2c.png?crop=0x0-2400x1800&format=webp&resize=1200x900&vertical=center"
"1772175547-59","https://dribbble.com/shots/recent/mobile","Fintech - Mobile App Design","https://cdn.dribbble.com/userupload/46787200/file/0e63cc9095a609db0862dec536370e70.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-60","https://dribbble.com/shots/recent/mobile","Property Finder App","https://cdn.dribbble.com/userupload/46791038/file/7654e38905338ab114fbd8ff053dead2.png?crop=0x0-3201x2401&format=webp&resize=1200x900&vertical=center"
"1772175547-61","https://dribbble.com/shots/recent/mobile","Travel & Adventure Mobile App UI Design","https://cdn.dribbble.com/userupload/46790818/file/644a95cc91f0b1de9b6a02ac3ded33df.png?format=webp&resize=1200x900&vertical=center"
"1772175547-62","https://dribbble.com/shots/recent/mobile","Revo - Smart AI Bicycle Mobile App | ebike App Design","https://cdn.dribbble.com/userupload/46790672/file/dec08d84a31a655db3f536f2bd53fa6f.png?format=webp&resize=1200x900&vertical=center"
"1772175547-63","https://dribbble.com/shots/recent/mobile","Real-Time Basketball Tracker Mobile App","https://cdn.dribbble.com/userupload/46791396/file/c7ae924066ed66546dae38a9c4c5fa7f.png?format=webp&resize=1200x900&vertical=center"
"1772175547-64","https://dribbble.com/shots/recent/mobile","Ring Health Tracker Mobile App","https://cdn.dribbble.com/userupload/46791094/file/21f47041c7268a0f505ea67a1e33d95f.png?format=webp&resize=1200x900&vertical=center"
"1772175547-65","https://dribbble.com/shots/recent/mobile","Personal Finance AI","https://cdn.dribbble.com/userupload/46792013/file/bd4692f84c0cbea557b38e3476bc0d1f.png?format=webp&resize=1200x900&vertical=center"
"1772175547-66","https://dribbble.com/shots/recent/mobile","Payment flow UI 💳 - Mobile App Design","https://cdn.dribbble.com/userupload/46791182/file/650fc84da86d24d6319e4590885a42ae.png?format=webp&resize=1200x900&vertical=center"
"1772175547-67","https://dribbble.com/shots/recent/mobile","EV Energy Monitoring Mobile App","https://cdn.dribbble.com/userupload/46818172/file/60b3f684fd4aba99aff3594fee1e8314.png?format=webp&resize=1200x900&vertical=center"
"1772175547-68","https://dribbble.com/shots/recent/mobile","Kid E-Bike Mobile App","https://cdn.dribbble.com/userupload/46818827/file/d893c111a337e2b4068c6fc950f73c72.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-69","https://dribbble.com/shots/recent/mobile","Modern Fashion Shopping Mobile App","https://cdn.dribbble.com/userupload/46778160/file/0fb7baa0836ff82f540dc0b04947e8fe.png?format=webp&resize=1200x900&vertical=center"
"1772175547-70","https://dribbble.com/shots/recent/mobile","Sunglasses Shopping App UI","https://cdn.dribbble.com/userupload/46778245/file/3dff3a785387e9824b496ff02688e566.jpg?format=webp&resize=1200x900&vertical=center"
"1772175547-71","https://dribbble.com/shots/recent/mobile","AI Skin Analysis Mobile App","https://cdn.dribbble.com/userupload/46777510/file/a24aa522bbace99726a0f4a1e4708729.png?format=webp&resize=1200x900&vertical=center"
"1772175547-72","https://dribbble.com/shots/recent/mobile","Aquarium Fish Store Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-73","https://dribbble.com/shots/recent/mobile","Smart Appointment Journey","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-74","https://dribbble.com/shots/recent/mobile","Real Estate Booking App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-75","https://dribbble.com/shots/recent/mobile","Car Buying Selling App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-76","https://dribbble.com/shots/recent/mobile","AI Wardrobe Mobile App – Add & Select Outfit UI Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-77","https://dribbble.com/shots/recent/mobile","Fitness & Health Monitoring App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-78","https://dribbble.com/shots/recent/mobile","Baby Toys Shopping Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-79","https://dribbble.com/shots/recent/mobile","Furniture E-commerce App Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-80","https://dribbble.com/shots/recent/mobile","Social Memory Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-81","https://dribbble.com/shots/recent/mobile","Smart Bike App Exploration","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-82","https://dribbble.com/shots/recent/mobile","Telegram Mini App — Crypto Auto Clicker","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-83","https://dribbble.com/shots/recent/mobile","Sellora – Sales Representative Hiring App UI/UX Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-84","https://dribbble.com/shots/recent/mobile","Field Manager Mobile iOS App Design","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-85","https://dribbble.com/shots/recent/mobile","Health & Fitness Mobile App","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-86","https://dribbble.com/shots/recent/mobile","Modern Fitness App UI","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-87","https://dribbble.com/shots/recent/mobile","Projector Mobile App – Smart Light Control UI","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"1772175547-88","https://dribbble.com/shots/recent/mobile","Mobile iOS App for  Finance Management","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
